City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current description
362,Berezovyy,51.67,135.7,-2.04,83,98,4.07,RU,overcast clouds
363,Deputatskiy,69.3,139.9,-37.08,85,24,0.92,RU,few clouds
364,Saint George,37.1,-113.58,46.0,75,90,11.41,US,overcast clouds
365,Khatanga,71.97,102.5,-18.58,88,100,11.3,RU,light snow
366,Harper,4.38,-7.72,78.84,86,100,8.12,LR,moderate rain
367,Itupiranga,-5.13,-49.33,82.4,83,40,3.36,BR,scattered clouds
368,Olinda,-8.01,-34.86,78.8,65,40,10.29,BR,scattered clouds
369,Stiubieni,47.97,26.78,33.01,100,90,9.17,RO,light snow
370,Rexburg,43.83,-111.79,19.99,73,1,4.7,US,haze
371,Mlyniv,50.51,25.62,32.0,98,100,11.43,UA,overcast clouds
372,Abu Kamal,34.45,40.92,58.06,45,60,11.1,SY,broken clouds
373,Prince Rupert,54.32,-130.32,42.8,86,1,2.24,CA,clear sky
374,Madrid,40.42,-3.7,52.0,62,0,8.05,ES,clear sky
375,Tres Arroyos,-38.37,-60.28,68.65,41,99,24.81,AR,moderate rain
376,Andenes,69.31,16.12,34.0,82,99,9.17,NO,overcast clouds
377,Kalmunai,7.42,81.82,75.6,80,100,4.34,LK,overcast clouds
378,Safakulevo,54.99,62.54,15.08,90,89,4.94,RU,overcast clouds
379,Chunskiy,56.08,99.63,-4.63,91,98,1.3,RU,overcast clouds
380,Hammerfest,70.66,23.68,33.8,86,100,12.75,NO,light snow
381,Coihaique,-45.58,-72.07,53.6,58,75,8.05,CL,light intensity shower rain
382,Vanavara,60.34,102.28,-36.78,82,27,4.09,RU,scattered clouds
383,Camacupa,-12.02,17.48,63.97,98,100,2.82,AO,light rain
384,Vrangel,42.73,133.08,18.25,76,11,9.26,RU,few clouds
385,Sfantu Gheorghe,45.87,25.78,35.01,90,100,3.0,RO,overcast clouds
386,Tupik,54.43,119.93,-12.77,86,100,3.65,RU,overcast clouds
387,Kushiro,42.98,144.37,29.34,92,47,4.99,JP,scattered clouds
388,San Cristobal,7.77,-72.22,84.2,66,40,11.41,VE,scattered clouds
389,Timoteo,-19.58,-42.64,77.29,84,40,3.58,BR,scattered clouds
390,Tupancireta,-29.08,-53.84,78.91,64,76,6.91,BR,light rain
391,Bordighera,43.78,7.66,48.2,87,20,10.29,IT,few clouds
392,Novyy Urengoy,66.08,76.63,11.52,96,98,10.45,RU,overcast clouds
393,Ardesen,41.19,40.99,60.8,38,75,17.22,TR,broken clouds
394,Porto Empedocle,37.29,13.53,48.99,1,87,12.1,IT,overcast clouds
395,Akyab,20.15,92.9,66.31,85,0,5.7,MM,clear sky
396,Tuatapere,-46.13,167.68,52.0,71,88,13.0,NZ,overcast clouds
397,Cuenca,-2.88,-78.98,59.0,87,75,9.17,EC,moderate rain
398,Edzell,56.81,-2.65,43.0,93,99,7.78,GB,overcast clouds
399,Saiha,22.48,92.97,56.35,72,11,2.86,IN,few clouds
400,Stokmarknes,68.56,14.91,34.0,81,97,3.0,NO,overcast clouds
401,Rizhao,35.43,119.46,41.18,64,67,17.16,CN,broken clouds
402,Lac-Megantic,45.58,-70.88,35.01,88,100,3.0,CA,overcast clouds
403,Rawson,-43.3,-65.1,62.35,37,65,16.71,AR,broken clouds
404,Monte Alegre,-2.01,-54.07,87.98,53,100,4.63,BR,overcast clouds
405,Padang,-0.95,100.35,77.41,67,100,3.38,ID,moderate rain
406,Kafanchan,9.58,8.3,72.59,37,0,1.68,NG,clear sky
407,Saskylakh,71.92,114.08,-28.93,82,11,14.65,RU,few clouds
408,Olga,43.74,135.29,9.82,83,94,4.9,RU,overcast clouds
409,Mount Isa,-20.73,139.5,78.8,57,98,3.36,AU,overcast clouds
410,Lira,2.23,32.91,67.5,55,0,1.03,UG,clear sky
411,Miedzyrzec Podlaski,51.99,22.78,31.8,97,100,12.91,PL,overcast clouds
412,Hambantota,6.12,81.12,76.19,82,96,11.95,LK,overcast clouds
413,Ulaangom,49.98,92.07,-9.98,84,97,3.29,MN,overcast clouds
414,Umm Lajj,25.02,37.27,76.46,32,13,5.53,SA,few clouds
415,Fort Nelson,58.81,-122.7,-4.0,76,75,2.8,CA,broken clouds
416,Sabana De Torres,7.39,-73.5,77.0,73,40,6.93,CO,scattered clouds
417,Tongren,27.72,109.19,45.93,85,100,3.6,CN,light rain
418,Quatre Cocos,-20.21,57.76,75.2,83,75,11.41,MU,shower rain
419,Port Lincoln,-34.73,135.87,67.6,93,100,21.14,AU,overcast clouds
420,Tura,25.52,90.22,59.4,85,98,1.77,IN,overcast clouds
421,Asosa,10.07,34.53,69.75,33,0,4.14,ET,clear sky
422,Luau,-10.71,22.22,65.35,98,71,5.88,AO,light rain
423,Wanaka,-44.7,169.15,56.79,45,4,3.42,NZ,clear sky
424,Sao Joaquim,-28.29,-49.93,64.44,97,96,3.53,BR,overcast clouds
425,Boyolangu,-8.12,111.89,74.89,88,96,7.99,ID,overcast clouds
426,Sola,-13.88,167.55,81.43,83,92,12.12,VU,light rain
427,Raymond Terrace,-32.75,151.75,70.0,64,75,10.29,AU,broken clouds
428,Tirodi,21.68,79.7,69.35,56,100,5.21,IN,overcast clouds
429,Salalah,17.02,54.09,69.82,35,0,10.69,OM,clear sky
430,Fowa,8.92,6.4,82.96,27,10,1.59,NG,clear sky
431,Oktyabrskiy,54.48,53.47,4.84,93,12,4.34,RU,few clouds
432,Puerto Leguizamo,-0.19,-74.78,82.6,80,98,4.05,CO,light rain
433,Laje,-10.18,-40.97,77.88,41,0,7.54,BR,clear sky
434,Bonfim,3.08,-59.95,88.32,54,99,8.37,BR,overcast clouds
435,Rocha,-34.48,-54.33,82.99,33,99,8.01,UY,overcast clouds
436,Alexandria,31.22,29.96,55.4,62,0,2.24,EG,clear sky
437,Guhagar,17.48,73.19,76.87,74,88,2.82,IN,overcast clouds
438,Puerto Madryn,-42.77,-65.04,70.32,23,100,11.07,AR,overcast clouds
439,Waingapu,-9.66,120.26,78.91,79,100,3.65,ID,light rain
440,Bah,26.87,78.6,61.43,82,0,6.02,IN,clear sky
441,Teacapan,22.55,-105.75,76.39,71,61,13.4,MX,broken clouds
442,Jawhar,2.78,45.5,72.12,70,16,14.32,SO,few clouds
443,Sibu,2.3,111.82,77.0,94,40,2.24,MY,scattered clouds
444,Los Banos,14.17,121.18,80.6,83,75,4.7,PH,moderate rain
445,Slavgorod,53.0,78.64,3.51,93,100,9.86,RU,overcast clouds
446,Bom Jesus Da Lapa,-13.26,-43.42,81.37,47,12,6.13,BR,few clouds
447,Severodvinsk,64.56,39.83,23.0,100,90,8.99,RU,light snow
448,Santona,43.44,-3.46,52.0,100,75,4.7,ES,broken clouds
449,Mahon,39.89,4.27,48.2,87,20,9.17,ES,few clouds
450,Chaykovskaya,58.13,55.54,5.0,84,90,6.71,RU,light snow
451,Lazarev,52.23,141.51,2.93,91,99,5.91,RU,overcast clouds
452,Alice Springs,-23.7,133.88,73.4,83,90,5.82,AU,light rain
453,Paracuru,-3.41,-39.03,82.0,69,48,17.0,BR,scattered clouds
454,Mahibadhoo,3.78,72.97,82.49,72,90,9.91,MV,overcast clouds
455,Reconquista,-29.15,-59.65,93.72,43,41,6.26,AR,moderate rain
456,Saint Anthony,45.02,-93.22,32.0,63,90,8.05,US,overcast clouds
457,Idritsa,56.33,28.9,22.14,96,100,9.01,RU,overcast clouds
458,Yulara,-25.24,130.99,71.6,94,40,1.12,AU,scattered clouds
459,Aqtobe,50.28,57.21,6.8,84,90,2.24,KZ,light snow
460,Panama City,8.99,-79.52,87.8,58,40,8.05,PA,scattered clouds
461,Vologda,59.22,39.89,10.04,92,0,6.76,RU,clear sky
462,Pandan Niog,6.23,120.56,83.34,71,99,4.79,PH,overcast clouds
463,Riorges,46.04,4.05,46.0,81,90,10.29,FR,overcast clouds
464,Orebro,59.27,15.21,42.01,100,90,6.93,SE,light intensity drizzle
465,Thinadhoo,0.53,72.93,82.2,75,79,13.58,MV,broken clouds
466,Sarangani,5.4,125.46,83.8,71,96,9.62,PH,light rain
467,Takoradi,4.88,-1.76,79.9,85,92,6.67,GH,light rain
468,Dubai,25.26,55.3,71.6,53,0,3.36,AE,clear sky
469,Taltal,-25.4,-70.48,68.13,59,22,8.25,CL,few clouds
470,Kiama,-34.68,150.87,64.99,94,95,1.01,AU,overcast clouds
471,Chimbote,-9.09,-78.58,70.95,73,22,11.5,PE,few clouds
472,Nisia Floresta,-6.09,-35.21,82.4,65,20,17.22,BR,few clouds
473,Micheweni,-4.97,39.83,80.67,80,93,12.66,TZ,overcast clouds
474,Rongcheng,30.63,117.85,42.93,72,37,0.81,CN,scattered clouds
475,Douglas,41.3,-96.17,32.0,86,75,13.87,US,broken clouds
476,Luwuk,-0.95,122.79,78.24,73,100,2.53,ID,overcast clouds
477,Qujing,25.48,103.78,44.26,88,6,3.98,CN,clear sky
478,Fortuna,40.6,-124.16,55.99,83,100,1.99,US,overcast clouds
479,Saint-Pierre,-21.34,55.48,75.2,73,20,19.46,RE,light rain
480,Nayudupeta,13.9,79.9,69.1,83,1,3.83,IN,clear sky
481,Pangnirtung,66.15,-65.71,-2.2,70,90,17.22,CA,light snow
482,Rio Grande,-32.03,-52.1,84.2,66,0,9.17,BR,clear sky
483,Norman Wells,65.28,-126.83,-29.2,73,20,3.36,CA,few clouds
484,Kashi,39.45,75.98,28.4,86,75,2.24,CN,broken clouds
485,Nantucket,41.28,-70.1,55.4,87,90,8.05,US,overcast clouds
486,Liverpool,53.41,-2.98,42.8,93,40,6.93,GB,scattered clouds
487,Dolores,-36.31,-57.68,91.04,13,0,13.8,AR,clear sky
488,Mangan,27.52,88.53,55.98,36,0,5.03,IN,clear sky
489,Netrakona,24.88,90.72,64.09,82,98,3.11,BD,overcast clouds
490,Lasa,46.62,10.7,34.0,86,20,3.36,IT,few clouds
491,Culpeper,38.5,-77.97,66.2,42,1,10.29,US,clear sky
492,Cherskiy,68.75,161.3,-10.55,90,100,4.56,RU,overcast clouds
493,Komsomolskiy,40.43,71.72,30.2,92,75,2.24,UZ,mist
494,Mitsamiouli,-11.38,43.28,80.98,75,35,8.95,KM,scattered clouds
495,Kudahuvadhoo,2.67,72.89,82.47,73,62,9.95,MV,broken clouds
496,Malpe,13.35,74.72,77.0,94,20,4.23,IN,mist
497,Strezhevoy,60.73,77.59,3.2,84,40,2.24,RU,scattered clouds
498,Venice,27.1,-82.45,79.0,78,1,5.82,US,clear sky
499,Santa Marta,11.24,-74.2,89.01,64,12,5.99,CO,few clouds
500,Silifke,36.38,33.93,58.98,63,100,15.84,TR,overcast clouds
501,Charters Towers,-20.1,146.27,73.49,72,89,3.85,AU,overcast clouds
502,Broken Hill,-31.95,141.43,73.4,27,99,16.11,AU,overcast clouds
503,Sault Sainte Marie,46.52,-84.33,26.6,68,90,9.17,CA,light snow
504,Kampene,-3.6,26.67,68.11,95,93,1.25,CD,overcast clouds
505,Boguchar,49.94,40.55,25.38,95,100,14.03,RU,overcast clouds
506,Makhinjauri,41.67,41.69,60.8,38,75,17.22,GE,broken clouds
507,Puri,19.8,85.85,68.0,88,0,5.23,IN,mist
508,Taoudenni,22.68,-3.98,69.19,24,0,9.33,ML,clear sky
509,Mount Gambier,-37.83,140.77,69.8,35,100,13.87,AU,overcast clouds
510,Yishui,35.78,118.63,35.28,76,26,15.28,CN,scattered clouds
511,Havre-Saint-Pierre,50.23,-63.6,23.0,67,1,8.05,CA,clear sky
512,Kununurra,-15.77,128.73,78.8,100,100,1.12,AU,overcast clouds
513,Boguchany,58.38,97.45,-20.42,85,26,1.74,RU,scattered clouds
514,Ranong,9.97,98.63,75.96,85,99,2.75,TH,overcast clouds
515,Miri,4.41,114.01,75.2,100,40,2.24,MY,moderate rain
516,Sisimiut,66.94,-53.67,22.28,83,100,4.54,GL,overcast clouds
517,Dharampur,20.53,73.18,69.67,87,100,4.45,IN,light rain
518,Zheleznodorozhnyy,55.75,38.0,18.0,78,0,11.18,RU,clear sky
519,Aksu,41.12,80.26,22.64,98,81,2.55,CN,broken clouds
520,Kutum,14.2,24.67,63.37,27,1,5.7,SD,clear sky
521,Ranot,7.78,100.32,78.8,80,100,1.39,TH,overcast clouds
522,Bull Savanna,17.89,-77.59,78.82,78,26,9.57,JM,scattered clouds
523,Dunedin,-45.87,170.5,52.0,74,100,5.01,NZ,overcast clouds
524,San Policarpo,12.18,125.51,81.0,81,71,7.25,PH,broken clouds
525,Loanda,-8.84,13.23,77.0,78,0,8.05,AO,clear sky
526,Rajbiraj,26.53,86.75,62.33,65,51,1.03,NP,broken clouds
527,Hartford,41.77,-72.77,42.8,87,90,5.82,US,mist
528,Severo-Yeniseyskiy,60.37,93.04,-15.75,89,51,4.7,RU,broken clouds
529,Sarahan,31.52,77.8,28.47,74,0,8.95,IN,clear sky
530,Buraydah,26.33,43.98,57.2,76,0,6.93,SA,clear sky
531,Hasaki,35.73,140.83,37.4,100,20,3.36,JP,few clouds
532,Cockburn Town,21.46,-71.14,77.0,78,40,11.41,TC,scattered clouds
533,Key Biscayne,25.69,-80.16,80.01,65,75,9.17,US,broken clouds
534,Imeni Poliny Osipenko,52.42,136.49,-1.19,90,100,4.61,RU,overcast clouds
535,Merauke,-8.47,140.33,77.32,89,100,7.38,ID,overcast clouds
536,Barcelos,41.54,-8.62,55.4,100,75,8.05,PT,light intensity drizzle
537,Vanse,58.12,6.7,39.99,85,100,16.49,NO,overcast clouds
538,Dongsheng,39.82,109.98,-1.03,83,1,14.88,CN,clear sky
539,Grindavik,63.84,-22.43,42.8,75,75,23.04,IS,shower rain
540,Tocache,-8.18,-76.51,80.65,86,99,0.58,PE,moderate rain
541,Guerrero Negro,27.98,-114.06,66.0,60,0,17.36,MX,clear sky
542,Puerto Escondido,15.85,-97.07,83.55,67,99,5.95,MX,overcast clouds
543,Shangzhi,45.22,127.97,-5.67,89,0,4.14,CN,clear sky
544,Bilma,18.69,12.92,71.64,22,23,4.72,NE,few clouds
545,Ta Khmau,11.48,104.95,78.8,88,40,1.12,KH,scattered clouds
546,Bowling Green,36.99,-86.44,66.2,52,40,17.22,US,scattered clouds
547,Diego De Almagro,-26.37,-70.05,79.86,17,0,10.89,CL,clear sky
548,Alekseyevskoye,55.31,50.11,5.0,84,40,6.71,RU,mist
549,Mollendo,-17.02,-72.01,69.46,69,56,6.85,PE,broken clouds
550,Nizhnyaya Tavda,57.67,66.17,18.32,93,100,8.7,RU,overcast clouds
551,Nehe,48.48,124.83,-3.32,85,13,4.83,CN,few clouds
552,Beloha,-25.17,45.05,71.85,78,0,11.77,MG,clear sky
553,Solnechnyy,50.72,136.63,2.14,90,100,1.83,RU,overcast clouds
554,Nsoko,-27.03,31.95,82.4,61,18,9.17,SZ,few clouds
555,Katiola,8.13,-5.1,80.6,74,20,4.7,CI,few clouds
556,Pangai,-19.8,-174.35,79.65,83,54,22.08,TO,broken clouds
557,Cilegon,-6.02,106.05,77.0,88,75,3.36,ID,moderate rain
558,Bereda,43.27,-7.54,53.01,84,82,8.99,ES,broken clouds
559,Stephenville,32.22,-98.2,55.0,42,1,4.7,US,clear sky
560,Shitanjing,39.23,106.34,1.67,71,5,5.19,CN,clear sky
561,Lagunas,-5.23,-75.68,78.28,94,100,1.9,PE,moderate rain
562,Kisesa,-3.08,34.15,68.09,71,63,2.82,TZ,broken clouds
563,Grand Gaube,-20.01,57.66,75.0,75,16,8.01,MU,light rain
564,Hanyang,32.14,105.51,42.01,84,88,6.17,CN,overcast clouds
565,Ilhabela,-23.78,-45.36,74.95,83,99,6.67,BR,overcast clouds
566,Egvekinot,66.32,-179.17,4.28,90,89,22.66,RU,overcast clouds
567,Pihani,27.63,80.2,62.94,78,0,7.4,IN,clear sky
568,Chulman,56.85,124.91,-38.04,80,92,3.69,RU,overcast clouds
569,Salinopolis,-0.61,-47.36,82.38,75,100,12.73,BR,overcast clouds
570,West Bay,19.37,-81.42,84.99,74,20,12.75,KY,few clouds
571,Opuwo,-18.06,13.84,70.02,34,0,7.05,NA,clear sky
572,Yatou,37.15,122.38,36.63,77,44,7.0,CN,scattered clouds
573,Poltavka,54.37,71.76,13.06,94,85,12.77,RU,overcast clouds
574,Mawlaik,23.63,94.42,61.84,91,79,1.01,MM,broken clouds
575,Parambu,-6.21,-40.69,85.93,27,18,6.24,BR,few clouds
576,Comodoro Rivadavia,-45.87,-67.5,68.0,28,75,16.11,AR,broken clouds
577,Labuhan,-6.88,112.21,77.86,83,100,8.48,ID,light rain
578,Oussouye,12.48,-16.55,77.0,73,0,2.24,SN,clear sky
579,Farafangana,-22.82,47.83,73.62,84,21,9.06,MG,few clouds
580,Avera,33.19,-82.53,69.8,46,1,8.05,US,clear sky
581,Yunhe,34.08,119.72,39.88,69,80,6.44,CN,broken clouds
582,Majenang,-7.3,108.76,74.79,91,93,1.07,ID,moderate rain
583,Chingirlau,51.09,54.08,6.31,94,20,5.06,KZ,few clouds
584,Dubrovka,53.69,33.51,24.33,97,100,10.67,RU,overcast clouds
585,Jijiga,9.35,42.8,59.27,67,15,10.02,ET,few clouds
586,Dong Hoi,17.48,106.6,71.53,89,96,2.06,VN,overcast clouds
587,Tuy Hoa,13.08,109.3,73.56,90,62,3.65,VN,broken clouds
588,Haines Junction,60.75,-137.51,-7.6,83,100,1.12,CA,overcast clouds
589,Palu,-0.89,119.87,74.26,81,98,3.11,ID,light rain
590,Domoni,-12.26,44.53,78.91,73,11,5.7,KM,few clouds
591,Yumen,40.28,97.2,3.25,86,4,10.54,CN,clear sky
592,Huarmey,-10.07,-78.15,72.39,69,41,10.89,PE,scattered clouds
593,Lensk,60.73,114.93,-28.44,82,99,4.36,RU,overcast clouds
594,Laguna De Perlas,12.34,-83.67,84.2,79,40,4.7,NI,scattered clouds
595,Bonavista,48.65,-53.11,32.0,88,100,4.7,CA,overcast clouds
596,Arlit,18.74,7.39,77.34,18,0,6.33,NE,clear sky
597,Plastun,44.76,136.29,6.22,83,100,6.46,RU,overcast clouds
598,Mabay,6.06,124.47,78.17,76,91,4.12,PH,light rain
599,Machico,32.7,-16.77,62.6,93,75,5.82,PT,broken clouds
600,Setermoen,68.86,18.35,6.8,92,100,5.82,NO,overcast clouds
601,Chicama,-7.84,-79.15,68.0,77,52,16.11,PE,mist
602,Barrhead,55.8,-4.39,39.0,90,20,2.24,GB,fog
603,Venta,56.2,22.7,24.8,100,90,11.41,LT,overcast clouds
604,Santa Helena,-2.23,-45.3,81.18,67,74,5.01,BR,broken clouds
605,Hillsborough,37.57,-122.38,55.99,76,75,12.75,US,broken clouds
606,Vila Velha,-20.33,-40.29,80.6,74,0,16.11,BR,clear sky
607,Shitkino,56.37,98.35,-3.24,91,98,2.28,RU,overcast clouds
608,Yashkul,46.17,45.34,32.94,90,100,22.06,RU,overcast clouds
609,Acapulco,16.86,-99.89,83.57,66,14,8.12,MX,few clouds
610,Kavaratti,10.57,72.64,81.79,77,0,8.77,IN,clear sky
611,Pakala,13.47,79.12,62.89,89,0,1.1,IN,clear sky
612,Whitehorse,60.72,-135.05,9.0,84,90,13.87,CA,overcast clouds
613,Hamirpur,25.95,80.15,68.16,72,75,4.09,IN,broken clouds
614,Raudeberg,61.99,5.14,37.0,64,0,5.66,NO,clear sky
615,Hagi,34.4,131.42,45.43,61,100,12.28,JP,overcast clouds
616,The Valley,18.22,-63.06,86.0,74,40,11.41,AI,scattered clouds
617,Zernograd,46.85,40.31,37.6,83,94,18.88,RU,overcast clouds
618,Mindelo,16.89,-24.98,73.4,69,75,16.11,CV,broken clouds
619,Vangaindrano,-23.35,47.6,71.62,89,13,5.82,MG,light rain
620,Nahan,30.55,77.3,53.28,59,0,3.0,IN,clear sky
621,Bronnoysund,65.46,12.2,39.2,60,0,6.93,NO,clear sky
622,Garden City,42.33,-83.33,57.2,62,75,28.86,US,broken clouds
623,Melk,48.23,15.33,37.0,2,100,2.19,AT,overcast clouds
624,Dobryatino,55.51,41.32,16.48,96,0,7.05,RU,clear sky
625,Fare,-16.7,-151.02,80.01,74,100,12.33,PF,overcast clouds
626,Gazojak,41.19,61.4,25.54,85,91,4.85,TM,overcast clouds
627,Lillooet,50.69,-121.94,39.2,80,90,6.93,CA,overcast clouds
628,Talcahuano,-36.72,-73.12,60.8,93,90,13.87,CL,light rain
629,Gwadar,25.12,62.33,69.69,39,0,11.65,PK,clear sky
630,Seia,40.42,-7.71,43.0,98,69,1.01,PT,broken clouds
631,Bata,1.86,9.77,78.8,100,40,2.55,GQ,scattered clouds
632,Bukene,-4.23,32.88,65.26,73,47,1.77,TZ,scattered clouds
633,Celestun,20.87,-90.4,78.06,64,81,9.01,MX,broken clouds
634,San Bonifacio,45.4,11.28,42.01,87,100,3.6,IT,overcast clouds
635,Porto Novo,6.5,2.6,82.4,88,20,10.29,BJ,few clouds
636,Panji,-7.73,114.1,75.78,90,100,6.55,ID,overcast clouds
637,Garissa,-0.45,39.64,79.03,75,27,9.95,KE,light rain
638,Panaba,21.28,-88.27,78.35,70,100,5.17,MX,overcast clouds
639,Madison Heights,42.49,-83.11,54.0,81,40,17.22,US,scattered clouds
640,Uruzgan,32.83,66.0,31.98,90,0,0.58,AF,clear sky
641,Muravlenko,63.79,74.52,4.37,94,92,12.55,RU,overcast clouds
642,Ketchikan,55.34,-131.65,33.8,100,1,4.7,US,clear sky
643,Goderich,43.75,-81.72,46.4,93,100,12.75,CA,overcast clouds
644,Quepos,9.42,-84.17,78.8,47,0,17.22,CR,clear sky
645,Mineral Del Monte,20.13,-98.67,63.52,43,100,1.07,MX,overcast clouds
646,Pedernales,18.04,-71.74,82.4,74,20,13.87,DO,few clouds
647,Sines,37.96,-8.87,59.0,96,69,1.01,PT,broken clouds
648,Killybegs,54.63,-8.45,41.0,93,20,11.41,IE,few clouds
649,Sulangan,11.14,123.72,82.76,78,40,12.59,PH,scattered clouds
650,Nola,40.92,14.53,51.01,71,40,4.7,IT,scattered clouds
651,Gorin,51.2,136.67,4.06,85,100,3.56,RU,overcast clouds
652,Voh,-20.97,164.7,76.26,89,100,6.29,NC,overcast clouds
653,Sestri Levante,44.27,9.4,46.99,71,61,6.58,IT,broken clouds
654,Hlukhiv,51.68,33.92,30.27,98,100,11.59,UA,overcast clouds
655,Asau,46.43,26.4,33.01,100,100,4.29,RO,overcast clouds
656,Bukachacha,52.98,116.92,-11.34,78,95,3.22,RU,overcast clouds
657,Kharan,28.58,65.42,50.95,44,0,6.2,PK,clear sky
658,Contamana,-7.33,-75.02,79.39,85,98,4.0,PE,light rain
659,Baykit,61.67,96.37,-28.37,80,68,2.37,RU,broken clouds
660,New Kensington,40.57,-79.76,57.0,78,100,4.0,US,overcast clouds
661,Meulaboh,4.14,96.13,75.83,89,100,4.52,ID,overcast clouds
662,Anadyr,64.75,177.48,14.0,72,100,26.84,RU,overcast clouds
663,Klichka,50.45,118.0,-16.47,83,0,3.62,RU,clear sky
664,Zhangjiakou,40.81,114.88,6.4,74,4,15.95,CN,clear sky
665,Tomatlan,19.93,-105.25,86.09,48,100,5.57,MX,overcast clouds
666,Bambanglipuro,-7.95,110.28,75.85,87,58,4.5,ID,light rain
667,La Baule-Escoublac,47.29,-2.36,44.6,87,0,5.82,FR,clear sky
668,Bang Saphan,11.21,99.51,79.0,71,100,3.24,TH,overcast clouds
669,Bonga,7.28,36.23,60.21,67,0,1.57,ET,clear sky
670,Florida,28.75,-82.5,73.0,73,75,6.93,US,broken clouds
671,Neiafu,-18.65,-173.98,82.4,78,40,10.29,TO,scattered clouds
672,Casino,-28.87,153.05,68.0,93,100,11.41,AU,overcast clouds
673,San Jose Del Palmar,4.97,-76.23,78.8,61,40,2.24,CO,scattered clouds
674,Atar,20.52,-13.05,65.44,21,14,7.99,MR,few clouds
675,Zhoucheng,35.91,116.31,33.73,67,47,20.87,CN,scattered clouds
676,Sinnamary,5.38,-52.95,80.17,79,100,6.17,GF,overcast clouds
677,Brownsville,25.9,-97.5,82.4,58,75,11.41,US,broken clouds
678,Khandyga,62.67,135.6,-47.63,77,86,0.87,RU,overcast clouds
679,Pathein,16.78,94.73,67.12,90,0,5.17,MM,clear sky
680,Dhidhdhoo,6.88,73.1,81.82,70,14,5.1,MV,few clouds
681,Qinhuangdao,39.93,119.59,19.45,87,100,13.02,CN,overcast clouds
682,Sampit,-2.53,112.95,73.35,96,100,1.1,ID,overcast clouds
683,South Lake Tahoe,38.93,-119.98,43.0,60,1,5.82,US,clear sky
684,Spornoye,50.84,37.29,32.0,99,90,15.66,RU,light rain
685,Yazman,29.12,71.74,57.54,58,0,5.55,PK,clear sky
686,Lima,-12.04,-77.03,71.6,68,75,12.75,PE,broken clouds
687,Amahai,-3.33,128.92,82.99,89,69,3.6,ID,broken clouds
688,Namibe,-15.2,12.15,67.91,72,0,4.07,AO,clear sky
689,Greencastle,39.64,-86.86,45.0,81,90,13.87,US,overcast clouds
690,Saurimo,-9.66,20.39,66.25,96,94,6.22,AO,overcast clouds
691,Aitape,-3.14,142.35,79.09,85,41,4.5,PG,scattered clouds
692,Can,40.03,27.05,57.99,100,75,4.7,TR,broken clouds
693,Gornyak,50.99,81.47,1.58,89,100,12.59,RU,overcast clouds
694,Hirara,24.8,125.28,69.6,66,94,7.7,JP,overcast clouds
695,Mackay,-21.15,149.2,73.4,78,96,9.17,AU,overcast clouds
696,Upata,8.01,-62.4,84.0,71,100,5.99,VE,light rain
697,Roma,43.21,-75.46,46.4,70,40,9.17,US,scattered clouds
698,Kouango,4.99,19.96,79.0,33,32,0.22,CF,scattered clouds
699,Cantavir,45.92,19.76,38.88,87,100,6.24,RS,overcast clouds
700,Lakes Entrance,-37.88,147.98,64.99,77,100,7.76,AU,overcast clouds
701,Pokhara,28.23,83.98,56.48,36,0,5.06,NP,clear sky
702,Kaeo,-35.1,173.78,64.99,65,18,5.99,NZ,few clouds
703,Freiberg,50.92,13.37,39.0,92,100,1.99,DE,overcast clouds
704,Tarko-Sale,64.92,77.78,17.01,91,100,12.15,RU,light snow
705,Antibes,43.56,7.13,44.6,87,20,10.29,FR,few clouds
706,Banki,20.38,85.53,68.0,88,0,1.83,IN,mist
707,Ampanihy,-24.7,44.75,71.64,73,0,4.36,MG,clear sky
708,Namanyere,-7.52,31.05,59.74,91,87,1.88,TZ,overcast clouds
709,Ibicarai,-14.87,-39.59,73.13,75,0,5.75,BR,clear sky
710,Madimba,-10.4,40.33,80.6,83,40,10.29,TZ,scattered clouds
711,Burnie,-41.07,145.92,61.0,74,100,8.99,AU,overcast clouds
712,Sao Joao Da Barra,-21.64,-41.05,80.6,74,20,13.87,BR,light rain
713,Ahuimanu,21.44,-157.84,82.4,65,20,12.75,US,few clouds
714,Batemans Bay,-35.72,150.18,64.0,96,98,2.59,AU,overcast clouds
715,Barabai,-2.58,115.38,72.19,94,100,1.59,ID,overcast clouds
716,Quesnel,53.0,-122.5,30.2,80,90,1.88,CA,overcast clouds
717,Mananjary,-21.22,48.33,73.53,83,65,4.65,MG,light rain
718,Nizhnyaya Poyma,56.16,97.19,0.97,93,100,2.13,RU,overcast clouds
719,Antalaha,-14.9,50.28,74.19,89,87,8.39,MG,moderate rain
720,Moerai,-22.43,-151.33,77.68,78,42,12.33,PF,scattered clouds
721,Quimper,48.0,-4.1,42.8,93,75,2.24,FR,broken clouds
722,Hurricane,37.18,-113.29,44.6,75,90,11.41,US,overcast clouds
723,Kirakira,-10.45,161.92,83.14,68,7,5.64,SB,clear sky
724,Kochinda,21.73,84.35,64.13,49,2,1.97,IN,clear sky
725,Te Anau,-45.42,167.72,51.15,63,4,2.13,NZ,clear sky
726,Edenderry,53.35,-7.05,39.99,92,100,1.01,IE,overcast clouds
727,Itapage,-3.69,-39.59,80.26,57,81,8.05,BR,broken clouds
