City_ID,City,Country,Max Temp,Current description,Lat,Lng,Hotel Name
1704,Lamu,KE,80.6,haze,-2.27,40.9,Lamu House
1711,Ndjole,GA,76.03,light rain,-0.18,10.76,Motel Kedyann
1712,Mazamari,PE,89.49,overcast clouds,-11.33,-74.53,Hospedaje Ratto
1713,Oum Hadjer,TD,80.06,clear sky,13.3,19.7,
1715,Maldonado,UY,87.8,clear sky,-34.67,-54.92,La Cimarrona
1720,Kuching,MY,75.2,moderate rain,1.55,110.33,Hilton Kuching
1723,Quezada,GT,86.0,clear sky,14.27,-90.04,Hotel la unión
1725,Ngama,TD,81.66,clear sky,11.78,17.17,
1727,Mumford,GH,80.65,overcast clouds,5.26,-0.76,Spanish Villa
1729,Pomerode,BR,77.0,scattered clouds,-26.74,-49.18,Hotel Bergblick
1733,Warri,NG,77.4,overcast clouds,5.52,5.75,BON Hotel Delta
1734,Tapes,BR,77.34,scattered clouds,-30.67,-51.4,Cabanas Camping Union
1736,Cruz Alta,BR,85.98,light rain,-28.64,-53.61,Hotel Linassi
1738,Kota Belud,MY,77.0,few clouds,6.35,116.43,Tang Dynasty Lodge Kota Belud
1752,Iracoubo,GF,81.37,moderate rain,5.48,-53.2,Le Gite D Iracoubo
1755,Chavakachcheri,LK,77.45,broken clouds,9.66,80.16,P.S.A hotel
1756,Gamboula,CF,77.16,overcast clouds,4.12,15.14,
1757,Mayumba,GA,77.68,broken clouds,-3.43,10.66,LIKWALE LODGE
1765,Gunjur,GM,77.0,clear sky,13.2,-16.73,Kuba Lodge
1783,Lepaera,HN,75.27,clear sky,14.78,-88.58,Agroservicios Lepaera
1785,Lodwar,KE,82.62,few clouds,3.12,35.6,Turkwel Lodge
1794,Nuevo Progreso,MX,82.99,overcast clouds,23.17,-97.95,Balneario Rio el Paraiso
1799,Liuli,TZ,79.14,light rain,-11.08,34.63,Josephs Dream Camp Site Beach
1801,Bambanglipuro,ID,76.12,broken clouds,-7.95,110.28,Puri Brata
1808,Harlingen,US,84.0,few clouds,26.19,-97.7,Courtyard by Marriott Harlingen
1809,Turbo,CO,81.45,light rain,8.09,-76.73,El Velero
1812,Les Cayes,HT,81.01,broken clouds,18.2,-73.75,Villa Orphee
1820,Madang,PG,76.08,overcast clouds,-5.22,145.8,Comfort Inn Hotel
1821,Yako,BF,80.62,clear sky,12.97,-2.27,Ecole de Sibega
1823,Puerto Gaitan,CO,88.41,broken clouds,4.31,-72.08,Brisas del Yucao
1827,Placido De Castro,BR,88.66,heavy intensity rain,-10.34,-67.19,Hotel Califórnia
1830,Port Augusta,AU,79.0,moderate rain,-32.5,137.77,Majestic Oasis Apartments
1833,Jibuti,DJ,78.8,clear sky,11.5,42.5,Orchid Main Camp Goubet
1837,Cobija,BO,83.48,broken clouds,-11.03,-68.77,Hotel Obelisco
1846,Bodden Town,KY,84.2,few clouds,19.28,-81.25,Will T Place
1853,Pedra Branca,BR,89.94,clear sky,-5.45,-39.72,Chácara Verçoza
1856,Le Port,RE,75.2,overcast clouds,-20.94,55.29,Villa Maido
1866,Tonantins,BR,83.12,moderate rain,-2.87,-67.8,Hotel Rei Davi
1879,Curvelo,BR,84.07,clear sky,-18.76,-44.43,Pontal Plaza Hotel
1880,Valente,BR,87.22,clear sky,-11.41,-39.46,Bel Pousada E Restaurante
1888,El Seibo,DO,84.2,scattered clouds,18.76,-69.04,Defensa Civil del Seibo
1897,Zaraza,VE,85.15,scattered clouds,9.35,-65.32,Hotel Zaraza
1900,Kintampo,GH,86.16,broken clouds,8.06,-1.73,Adomaa Memorial Hotel
1903,Tibiri,NE,79.93,clear sky,13.56,7.05,
1909,Tuburan,PH,81.57,overcast clouds,6.64,122.27,GT Site
1912,Tete,MZ,87.8,scattered clouds,-16.16,33.59,Zambeze Paraíso Misterioso
1923,Palmerston,AU,78.8,overcast clouds,-12.49,130.98,Quest Palmerston - Serviced Apartments and Accommodation
1927,Boffa,GN,78.89,overcast clouds,10.17,-14.03,Hôtel Niara Belly
1928,Tiquisate,GT,89.6,scattered clouds,14.28,-91.37,Hotel y Restaurante El Buen Pastor
1930,Denpasar,ID,78.8,scattered clouds,-8.65,115.22,ASTON Denpasar Hotel & Convention Center
1935,Mocuba,MZ,75.99,broken clouds,-16.84,36.99,Phama Lodge
1942,Sokoni,TZ,82.4,few clouds,-6.43,39.55,Ujamaa Beach Resort
1944,Tinaquillo,VE,83.39,clear sky,9.92,-68.3,Hotel Los Copihues
1949,Ottappalam,IN,78.8,haze,10.77,76.38,Builda Park inn
1952,Djibo,BF,80.38,clear sky,14.1,-1.63,Centre Des Ressources DPENA
1970,Riachao,BR,88.86,scattered clouds,-7.36,-46.62,Pousada Nordestina
1973,Abu Zabad,SD,76.44,clear sky,12.35,29.25,محي الدين نوري
1977,Alenquer,BR,89.6,few clouds,-1.94,-54.74,Josilene Castro
1982,Bonthe,SL,80.01,scattered clouds,7.53,-12.51,Bonthe Holiday Village
1986,Los Pozos,VE,84.99,light rain,8.45,-62.73,
